National Database Number,Field Number,Nmfs Regional Number,Confidence Code,Common Name,Genus,Species,Report Status,Examiner Name,Affiliation,Stranding Agreement/Authority,Contributors,Effort,"If Effort=Other, Then Specify",Region,Country,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Group Event Number,Group Event Flag,Mass Stranding Number,Group Type: Cow Calf Pair,Group Type: Mass Stranding,Group Type: UME,Num of Animals in Group Event,Number of Animals Act/Est,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,SW Fishery Type,Other Human Interaction,Other Human Int Description,SW Other Human Int Type,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,2001 Level A: External Exam,2001 Level A: Internal Exam,2001 Level A: Not Examined,How Determined: Describe,Gear Collection Flag,Gear Disposition Flag,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury Flag,Other Findings - Pregnant Flag,Other Findings - Other Flag,Other Findings - Descibe,SW Other Findings Type,2007 Other Findings - External,2007 Other Findings - Internal,2007 Other Findings - Necropsy,2007 Other Findings - Other,2007 Other Findings - Descibe,2001 Other Findings - Descibe,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Obs Date estimate explaination,Observation Date Act/Est,Observation Status,Not Able to Examine,Date of Examination,Year of Examination,Month of Examination,Day of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated Flag,Disentangled Flag,Euthanized at Site Flag,Died at Site Flag,Transferred to Rehabilitation,Date of Initial Disposition,Year of Initial Disposition,Month of Initial Disposition,Day of Initial Disposition,Rehab Facility Name,Died During Transport Flag,Euthanized During Transport,Other Flag,Other Describe Flag,Sick Flag,Injured Flag,Out of Habitat Flag,Deemed Healthy/Releasable Flag,Abandoned/Orphaned Flag,Inaccesible Flag,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD Flag,Condition Other Flag,Condition Other Description,Entangled Flag,Condition Comments,Sex,Age Class,2007 Whole Carcass,2007 Partial Carcass,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Photos/Vidoes Disposition,Carcass Left at Site Flag,Carcass Buried Flag,Carcass Rendered Flag,Carcass Towed Flag,Carcass Towed Lattitude,Carcass Towed Longitude,Carcass Sunk Flag,Carcass Sunk Lattitude,Carcass Sunk Longitude,Carcass Frozen for Later Exam,Carcass Landfill Flag,Carcass Unknown Flag,Carcass Other Flag,Carcass Other Description,Scientific Collection Flag,Educational Collection Flag,Other Collection Flag,Other Collection Describe,Other Collection Comments,Necropsied Flag,Necropsy Limited Flag,Necropy Carcass Fresh/Frozen,Date of Necropsy,Year of Necropsy,Month of Necropsy,Day of Necropsy,Stranding Necropsied By,Additional Remarks,Additional Identifiers,GE Number - GE_Module,How lat or long determined,Ex First Examined,Ex Country,Ex State or County,Ex City,Ex Body of Water,Ex Locality Detail,Ex Latitude,Ex Lat actual,Ex Longitude,Ex Lon actual,Ex How lat or long determined,Ex lat achived other text,No Rehab Options,Incinerated,Composted,Carcass Code at Necropsy,Samples Collected-Histology,Samples Collected-Other Diag,Samples Collected-Life Hist,Samples Collected-Skeletal,Samples Collected-Other,Samples Collected-Other Text,Human Interaction Report,human interaction contributed,GE Type(s) - GE_Module,Group Event Flag - GE_Module,GE Num of Animals - GE_Module,GE Num of Animals Act or Est - GE_Module
NE-1990-1052159,MH90-535Mn,BLANKNE13184,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,Orrs Island,Cumberland,ME,,,43 46,decimal degrees,,69 59,decimal degrees,,,N,,N,,N,N,N,1,,Y,N,N,Y,,N,,,,,,,,,,caught behind fishermans net.,N,,N,N,N,,N,,,,,,,,,1990-JUL-03,1990,JUL,3,,,,Alive,N,1990-JUL-03,1990,JUL,3,Alive,Y,N,N,N,N,N,N,,,,,,N,N,Y,released 8/3/90.,N,N,N,N,N,N,N,N,N,N,,,Caught behind fishermans net across mouth of Bay. Released unharmed 8/3/90.,UNKNOWN,,,,0,cm,estimate,0,kg,estimate,N,Data Sheet did not state whether photos were taken.,N,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2004-1041277,MH-04-667-Ba,BLANKNE4829,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,Casco Bay,Cumberland,ME,Atlantic Ocean,Eagle Island,43.71111,decimal degrees,estimate,–70.05444,decimal degrees,estimate,Map,N,,N,,N,N,N,1,,CBD,N,N,N,,N,,,,,,,Y,N,N,external exam,N,,CBD,N,N,,N,,,,,,,,,2004-OCT-05,2004,OCT,5,Floating,,,Moderate Decomposition,N,2004-OCT-08,2004,OCT,8,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,ADULT,,,288,in,estimate,15000,lb,estimate,Y,Neaq digital archive,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,Skin/ blubber samples taken Peduncle marked with orange blaze,N,,,,,,,,,MARC-04-077Ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2004-1042083,MH-04-673-Ba,BLANKNE5344,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,,Cumberland,ME,Atlantic Ocean,Floating South West of Seguin Island,43.651667,decimal degrees,actual,–69.82,decimal degrees,actual,GPS,,,,,,N,,1,,CBD,N,N,N,,N,,,,,,,N,N,Y,,,,CBD,,,,,,,,,,,,,2004-OCT-14,2004,OCT,14,Floating,,,Moderate Decomposition,Y,,,,,Condition Unknown,N,N,N,N,N,N,N,,,,,,N,,N,,,,,,,,,,,,,,,UNKNOWN,SUBADULT,,,216,in,estimate,10000,lb,estimate,Y,Neaq digital archive,Y,N,N,N,,,N,,,N,,N,,,N,N,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1991-1050825,MH91-511Ba,BLANKNE12126,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,Cape Elizabeth,Cumberland,ME,Atlantic Ocean,,,,,,,,,N,,N,,N,N,N,1,,CBD,N,N,N,,N,,,,,,,,,,,N,,N,N,N,,N,,,,,,,,,1991-MAY-15,1991,MAY,15,,,,Advanced Decomposition,N,1991-MAY-15,1991,MAY,15,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,,,,650,cm,actual,0,kg,estimate,N,Data Sheet did not state whether photos were taken (J.Cucksey).,N,Y,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2004-1041883,MH-04-731-Ba,BLANKNE5238,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,Hope Island,Cumberland,ME,Atlantic Ocean,Hope Island in Casco Bay,43.539667,decimal degrees,estimate,–70.119,decimal degrees,estimate,Map,N,,N,,N,N,N,1,,CBD,N,N,N,,N,,,,,,,Y,N,N,External exam,N,,CBD,N,N,,N,,,,,,,,,2004-NOV-11,2004,NOV,11,Beach or Land,,,Condition Unknown,N,2004-NOV-11,2004,NOV,11,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,SUBADULT,,,180,in,estimate,7500,lb,estimate,Y,Neaq digital archive,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2018-1215851,MME-18-860Ba,NER18-02148,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,Lynda Doughty,,Marine Mammals of Maine,,,,NE,United States,Cumberland,Cumberland,ME,Atlantic Ocean,Bates Island,43.7109,decimal degrees,actual,–70.0767,decimal degrees,actual,Internet,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,N,,CBD,,,,,,,Y,,,,,,2018-SEP-22,2018,SEP,22,Beach or Land,,,Fresh Dead,Y,2019-Sep-23,2019,SEP,23,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,ADULT,Y,,830,cm,actual,,,notMeasured,Y,On file at MME,Y,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,Beach or Land,35,212,Cumberland,1509,Bates Island,43.7109,actual,-70.0767,actual,Internet,,,,,,,,,,,,Y,Uncertain (CBD),,,,
NE-2012-1146056,MME-12-184Ba,NER12-2509,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,Lynda Doughty,,Marine Mammals of Maine,,,,NE,United States,Freeport,Cumberland,ME,Atlantic Ocean,Frye Island,43.795633,decimal degrees,estimate,–70.043678,decimal degrees,estimate,Internet,N,,N,,N,N,N,,,CBD,N,N,N,,N,,,Y,N,N,N,,,,,N,,CBD,N,N,N,N,,,Y,N,N,N,,,2012-AUG-16,2012,AUG,16,Beach or Land,,,Fresh Dead,N,2012-AUG-22,2012,AUG,22,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,PUP/CALF,N,N,304,cm,estimate,900,lb,estimate,Y,On file at MME,Y,Y,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,Animal was reported on 8/16/12. Received photos of animal looks fresh. HM gave me a ride to island no animal found. Two days later received report of animal in Cliff Island and was being towed by a recreational boater. CG was was called and told boater to stop towing animal. Animal landed in Harpswell on 8/22/12. Went back on 8/23/12 and removed animal and buried.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2012-1146063,MME-12-254Ba,NER12-2526,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,Lynda Doughty,,Marine Mammals of Maine,,,,NE,United States,Portland,Cumberland,ME,Atlantic Ocean,Southwest side of Cliff Island,43.6868,decimal degrees,actual,–70.1163,decimal degrees,actual,Internet,N,,N,,N,N,N,,,CBD,N,N,N,,N,,,Y,N,N,N,,,,,N,,CBD,N,N,N,N,,,Y,N,N,N,,,2012-OCT-04,2012,OCT,4,Floating,,,Moderate Decomposition,N,2012-OCT-13,2012,OCT,13,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,ADULT,N,N,731,cm,estimate,3000,lb,estimate,Y,On file at MME,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,Animal was floating when first reported.There was speculation that the animal had line on tail fluke. We sent MP for initial response to confirm. No gear was found on animal. Then it landed on nearby Cliff Island. A resident came and brought us out to animal to collect Level A. Animal was decomposed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2018-1204778,MME-18-168Ba,NER18-00576,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,Lynda Doughty,,Marine Mammals of Maine,,,,NE,United States,Harpswell,Cumberland,ME,Atlantic Ocean,floating in Casco Bay,43.630142,decimal degrees,estimate,–70.032272,decimal degrees,estimate,Internet,,,,,,,,,,CBD,C,C,C,,N,,,,,,,,,,,,,,,,,,,,,,,,,,2018-JUL-18,2018,JUL,18,Floating,,,Moderate Decomposition,,2018-JUL-18,2018,JUL,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,ADULT,Y,,731,cm,actual,,,notMeasured,Y,on file MMoME,Y,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,Floating,35,212,Harpswell,1509,floating in Casco Bay,43.630142,estimate,-70.032272,estimate,Internet,,,,,,,,Y,,,,Y,,,,,
NE-2018-1215853,MME-18-927Ba,NER18-02150,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,Lynda Doughty,,Marine Mammals of Maine,,,,NE,United States,Harpswell,Cumberland,ME,Atlantic Ocean,Bailey's Island,43.717424,decimal degrees,actual,–70.004193,decimal degrees,actual,Internet,,,,,,,,,,CBD,,,,,,,,,,,,,,,,,,N,,,,,,,Y,,,,,,2018-SEP-29,2018,SEP,29,Beach or Land,,,Moderate Decomposition,Y,2018-Sep-30,2018,SEP,30,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,SUBADULT,Y,,459,cm,actual,,,notMeasured,Y,On file at MME,Y,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,Beach or Land,35,212,Harpswell,1509,Bailey's Island,43.717424,actual,-70.004193,actual,Internet,,,,,,,,,,,,Y,,,,,
NE-2017-1199796,MME-17-269Ba,NER17-00773,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,Lynda Doughty,,Marine Mammals of Maine,,,,NE,United States,Chebeague Island,Cumberland,ME,Atlantic Ocean,Chebeague Island in Casco Bay,43.748404,decimal degrees,estimate,–70.097215,decimal degrees,estimate,Internet,,,,,,,,,,Y,,,,,Y,Unknown origin,,,,,,,,Y,,,,Y,,Y,,,Tail missing,,Y,,,,,,2017-OCT-25,2017,OCT,25,Floating,,,Moderate Decomposition,,2017-Oct-27,2017,OCT,27,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,SUBADULT,,Y,475,cm,actual,,,notMeasured,Y,on file at MME,Y,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,Beach or Land,35,212,Chebeague Island,1509,Chebeague Island in Casco Bay,43.748404,estimate,-70.097215,estimate,Internet,,,,,,,,Y,,,,N,Uncertain (CBD),,,,
NE-2012-1144752,MME-12-007Ba,NER12-1917,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,Lynda Doughty,,Marine Mammals of Maine,,,,NE,United States,Cape Elizabeth,Cumberland,ME,Atlantic Ocean,in front of 2 Sunny Bank Road,43.558441,decimal degrees,estimate,–70.208096,decimal degrees,estimate,Internet,N,,N,,N,N,N,,,CBD,N,N,N,,N,,,Y,Y,N,N,,,,,N,,CBD,N,N,N,N,,,Y,Y,N,N,,,2012-MAY-16,2012,MAY,16,Beach or Land,,,Advanced Decomposition,N,2012-JUN-07,2012,JUN,7,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,ADULT,Y,N,324,in,estimate,7000,lb,estimate,Y,on file at MME,Y,N,N,Y,,,N,,,N,N,N,Y,composted,N,N,N,,,Y,limited,fresh,2012-JUN-07,2012,JUN,7,L.Doughty,This animal was decomposed and could not stay where it landed. We towed the animal aprox. ten miles out on 5/30/12. High easterly winds and storm brought the animal back in a few days later. The animal showed up in Cape Neddick where we decided to cut into the animal and remove piece by piece. No samples were taken. The animal was composted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2012-1144765,MME-12-046Ba,NER12-1930,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,Lynda Doughty,,Marine Mammals of Maine,,,,NE,United States,Scarborough,Cumberland,ME,Atlantic Ocean,Pine Point Beach,43.538376,decimal degrees,estimate,–70.348334,decimal degrees,estimate,Internet,N,,N,,N,N,N,,,CBD,N,N,N,,N,,,Y,N,N,N,,,,,N,,CBD,N,N,N,N,,,Y,N,N,N,,,2012-JUN-03,2012,JUN,3,Beach or Land,,,Advanced Decomposition,N,2012-JUN-03,2012,JUN,3,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,ADULT,N,N,300,in,estimate,8000,lb,estimate,Y,on file at MME,Y,Y,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,On 6/3/12 showed up in Scarborough. Overnight animal rolled onto Old Orchard. They removed animal with heavy equipment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2013-1150664,MME-13-116Ba,NER13-0786,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,Lynda Doughty,,Marine Mammals of Maine,,,,NE,United States,Cape Elizabeth,Cumberland,ME,Atlantic Ocean,16 Running Tide Road,43.572427,decimal degrees,estimate,–70.202108,decimal degrees,estimate,Internet,N,,N,,N,N,N,,,CBD,N,N,N,,N,,,Y,Y,Y,N,,,,,N,,N,N,N,N,N,,,Y,Y,Y,N,,,2013-JUN-30,2013,JUN,30,Beach or Land,,,Advanced Decomposition,N,2013-JUL-01,2013,JUL,1,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,ADULT,N,N,303,in,estimate,9000,lb,estimate,Y,On file at MME,Y,N,N,N,,,N,,,N,N,N,Y,Composted at UNE/MARC,N,Y,N,,Shoals Marine Laboratory obtained skeleton for educational purposes.,Y,limited,fresh,2013-JUL-03,2013,JUL,3,"L.Doughty,W.Bemis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2018-1215852,MME-18-926Ba,NER18-02149,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,Lynda Doughty,,Marine Mammals of Maine,,,,NE,United States,Harpswell,Cumberland,ME,Atlantic Ocean,Turnip Island,43.71484,decimal degrees,estimate,–70.00872,decimal degrees,estimate,Internet,,,,,,,,,,CBD,,,,,,,,,,,,,,,,,,CBD,,,,,,,,,,,,,2018-SEP-30,2018,SEP,30,Beach or Land,,,Advanced Decomposition,Y,2018-SEP-30,2018,SEP,30,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,Y,,,,notMeasured,,,notMeasured,Y,On file at MME,Y,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,Beach or Land,35,212,Harpswell,1509,Turnip Island,43.71484,estimate,-70.00872,estimate,Internet,,,,,,,,,,,,N,,,,,
NE-2007-1068641,MARC07-053Ba,BLANKNE21945,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,Kristen Patchett,University of New England MARC,University of New England MARC,,,,NE,United States,Kennebunkport,York,ME,Gulf of Maine,Stage Island,43.372,decimal degrees,estimate,–70.421,decimal degrees,estimate,Internet,N,,N,,N,N,N,1,,CBD,N,N,N,,N,,,,,,,,,,too decomposed to determine,N,,CBD,N,N,,N,,,,,,,too decomposed to determine,,2007-JUL-10,2007,JUL,10,Beach or Land,,,Advanced Decomposition,N,2007-JUL-10,2007,JUL,10,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,SUBADULT,,,513,cm,actual,0,kg,estimate,Y,MARC and DMR digital archives,Y,N,N,N,,,N,,,N,N,N,N,,Y,N,N,,skin collected for DNA,N,,,,,,,,"This carcass was reported by a visitor to the island. DMR and MARC responded to the report the same day and documented the carcass. It was in an advanced state of decomposition, on a marsh. examination was cursory due to the advanced decomposition. Species was determined based on the size of the balenopterid and white stripe on the pectoral flipper. Most of the carcass was open and covered in maggots. Measurements were taken and skin collected for DNA. The carcass was left at the site.",DMR07-081Ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2011-1134203,DMR-11-100Ba,NER11-2308,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,Lynda Doughty,,Maine Department of Marine Resources,,,,NE,United States,Saco,York,ME,Atlantic Ocean,Ram Island,43.467205,decimal degrees,estimate,–70.356118,decimal degrees,estimate,Internet,N,,N,,N,N,N,,,CBD,N,N,N,,N,,,Y,N,N,N,,,,,N,,CBD,N,N,N,N,,,Y,N,N,N,,,2011-MAY-25,2011,MAY,25,Beach or Land,,,Fresh Dead,N,2011-MAY-26,2011,MAY,26,Fresh Dead,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,Y,N,247,in,actual,3500,lb,estimate,Y,On file at DMR,Y,N,N,N,,,N,,,N,Y,N,N,,N,N,N,,,N,,,,,,,,Animal was reported on 5/25/11 in good condition. We went to sample animal on 5/26/11. Necropsy plans were in the works and when we went the island again the animal had washed out to sea. The animal was later reported floating about 4 miles off shore and then the animal beached itself again in Kittery at Fort Foster on 6/17/11. It was like a pancake. We confirmed it was our original animals due to the cuts I had made on 5/26/11 for samples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1991-1050809,MH91-759Ba,BLANKNE12109,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,Great Duck Island,York,ME,Bay of Fundy,,44 41,decimal degrees,,66 41,decimal degrees,,,N,,N,,N,N,N,1,,Y,N,N,Y,,N,,,,,,,,,,caught in a fishing weir.,N,,N,N,N,,N,,,,,,,,,1991-SEP-20,1991,SEP,20,,,,Alive,N,1991-SEP-21,1991,SEP,21,Fresh Dead,N,N,N,N,N,Y,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,Whale became entangled in a sein net and drowned.,MALE,,,,414.02,cm,actual,0,kg,estimate,Y,video of rescue attempt. photos.,N,N,Y,N,,,N,,,N,N,N,N,,N,N,N,,"Skeleton held at Grand Manan Whale and Seabird Research Station - to be given to New Brunswick Museum, St. Johns, NB.",Y,,,1991-SEP-21,1991,SEP,21,,,COA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1991-1050777,MH91-590Bp,BLANKNE12069,Confirmed - Medium Report,"Whale, fin",Balaenoptera,physalus,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,Kennebunkport,York,ME,,"end of Windemere Rd., near Walkers Point.",43 20,decimal degrees,,70 30,decimal degrees,,,N,,N,,N,N,N,1,,CBD,N,N,N,,N,,,,,,,,,,,N,,N,N,N,,N,,,,,,,,,1991-AUG-12,1991,AUG,12,,,,Advanced Decomposition,N,1991-AUG-18,1991,AUG,18,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,"Fins, flippers, flukes and baleen missing.",MALE,,,,1840,cm,actual,0,kg,estimate,Y,,Y,N,N,N,,,N,,,N,N,Y,N,,N,N,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1991-1050773,MH91-585Ba,BLANKNE12065,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,Biddeford Pool,York,ME,,,,,,,,,,N,,N,,N,N,N,1,,N,N,N,N,,N,,,,,,,,,,,N,,N,N,N,,N,,,,,,,,,1991-JUL-08,1991,JUL,8,,,,Condition Unknown,N,1991-JUL-08,1991,JUL,8,Condition Unknown,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,,,,452,cm,actual,0,kg,estimate,N,Data Sheet did not state whether photos were taken (J.Cucksey).,N,N,N,N,,,N,,,N,N,N,N,,N,N,N,,Skeleton to Isle of Shoals Marine Lab. Data Sheet did not state whether a necropsy was performed (J.Cucksey).,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2018-1204776,MME-18-133Ba,NER18-00574,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,Lynda Doughty,Marine Mammals of Maine,Marine Mammals of Maine,,,,NE,United States,Kittery,York,ME,Atlantic Ocean,1.5 miles off Kitery,43.3259,decimal degrees,,–70.40489,decimal degrees,estimate,Internet,,,,,,,,,,Y,C,N,Y,,,,,,,,,,,,,N,with owner,N,,,,,,,Y,Y,Y,,,,2018-JUL-07,2018,JUL,7,Floating,,,Fresh Dead,Y,2018-JUL-7,2018,JUL,7,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,YEARLING,Y,,456,cm,actual,,,notMeasured,Y,On file MMoME,,,,,,,,,,,,,,,,,,,,Y,complete,fresh,2018-Jul-09,2018,JUL,9,L.Doughty,,,,,Floating,35,227,Kittery,1509,1.5 miles off Kitery,43.3259,,-70.40489,estimate,Internet,,,,,2,Y,,Y,,,,Y,Probable,,,,
NE-2018-1204777,MME-18-133Ba,NER18-00575,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,Lynda Doughty,Marine Mammals of Maine,Marine Mammals of Maine,,,,NE,United States,Kittery,York,ME,Atlantic Ocean,1.5 miles off Kitery,43.3259,decimal degrees,,–70.40489,decimal degrees,estimate,Internet,,,,,,,,,,Y,C,N,Y,,,,,,,,,,,,,N,with owner,N,,,,,,,Y,Y,Y,,,,2018-JUL-07,2018,JUL,7,Floating,,,Fresh Dead,Y,2018-JUL-7,2018,JUL,7,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,YEARLING,Y,,456,cm,actual,,,notMeasured,Y,On file MMoME,,,,,,,,,,,,,,,,,,,,Y,complete,fresh,2018-Jul-09,2018,JUL,9,L.Doughty,,,,,Floating,35,227,Kittery,1509,1.5 miles off Kitery,43.3259,,-70.40489,estimate,Internet,,,,,2,Y,,Y,,,,Y,Probable,,,,
NE-2018-1215871,MME-18-217Ba,NER18-02152,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,Lynda Doughty,,Marine Mammals of Maine,,,,NE,United States,Biddeford,York,ME,Atlantic Ocean,Floating about 3 miles off from Biddeford,43.2635,decimal degrees,actual,–70.183,decimal degrees,actual,GPS,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,N,,N,,,,,,,,,Y,,,,2018-JUL-28,2018,JUL,28,Floating,,,Fresh Dead,Y,2018-Jul-31,2018,JUL,31,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,ADULT,Y,,765,cm,actual,,,notMeasured,Y,On file at MME,,,,Y,,,,,,,,,,,,,,,,Y,limited,fresh,2018-Jul-31,2018,JUL,31,L.Doughty,,,,,Floating,35,227,Biddeford,1509,3 miles off from Biddeford. Towed animal into Biddeford Public Boat Landing,43.2645,actual,-70.183,actual,GPS,,,,Y,,,,Y,,,,Y,Uncertain (CBD),,,,
NE-2018-1213516,MME-18-133Ba,NER18-01935,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,Dominique Walk,Marine Mammals of Maine,Marine Mammals of Maine,,,,NE,United States,Kittery,York,ME,Atlantic Ocean,1.5 miles from shore,43.3259,decimal degrees,actual,–70.40489,decimal degrees,actual,Internet,,,,,,,,,,Y,N,N,Y,,N,,,,,,,,,,,N,,N,,,,,,,,,,,,,2018-JUL-07,2018,JUL,7,Floating,,,Fresh Dead,Y,2018-JUL-7,2018,JUL,7,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,SUBADULT,Y,,456,cm,actual,,,notMeasured,Y,on file at MME,,,,,,,,,,,,,Y,towed for necropsy,,,,,,Y,complete,fresh,2018-Jul-09,2018,JUL,9,MMoME,"Small deceased Ba, entangled in fishing gear, very fresh.",,,,Floating,35,227,Kittery,1509,1.5 miles from shore,43.3259,actual,-70.40489,actual,Internet,,,,,2,Y,Y,Y,,,,N,Probable,,,,
